source_row,targetid,split
9940,39627779813146659,train
9948,39627779813150156,train
9451,39627779829929066,train
9448,39627779834119955,train
9433,39627779838313532,train
9434,39627779838317071,train
9447,39627779850899660,train
9413,39627779859289087,train
9415,39627779888648014,train
9420,39627779901231775,train
7521,39627780782035596,train
7522,39627780790424602,train
7523,39627780794619056,train
7524,39627780794619755,train
374,39627780815589888,train
7508,39627780815589888,train
7509,39627780819783026,train
7504,39627780844945991,train
7354,39627780853340206,train
357,39627780861726817,train
358,39627780874308731,train
7428,39627780882701468,train
353,39627780882701697,train
7435,39627780886891173,train
355,39627780891088072,train
354,39627780891088085,train
7434,39627780899477336,train
7386,39627780903668844,train
7404,39627780920445598,train
347,39627780924637628,train
7394,39627780928832724,train
7395,39627780928837750,train
348,39627780933027292,train
7401,39627780933027292,train
7387,39627780933031556,train
25520,39627780945611733,train
25519,39627780954000037,train
29930,39627780962387133,train
20083,39627780991748177,train
20037,39627780995945063,train
20039,39627781000136345,train
20059,39627781004331180,train
20062,39627781008526153,train
20056,39627781016913663,train
5224,39627781021110869,train
20047,39627781021110869,train
5225,39627781029499947,train
5226,39627781037886474,train
19971,39627781088215377,train
19972,39627781088216090,train
19964,39627781109186761,train
19963,39627781109189732,train
19962,39627781121772772,train
19958,39627781121774210,train
5185,39627781121774901,train
19956,39627781134353512,train
19724,39627781159521109,train
19715,39627781163712900,train
5103,39627781167910101,train
19713,39627781167910101,train
19697,39627781209853475,train
19698,39627781214046708,train
19576,39627781239213293,train
5094,39627781239214361,train
19619,39627781255991063,train
19622,39627781255992424,train
19624,39627781272765482,train
19602,39627781285350831,train
5087,39627781310514815,train
4761,39627781348264096,train
18715,39627781365040925,train
18693,39627781373428187,train
4752,39627781373430673,train
18692,39627781373430673,train
4747,39627781373432107,train
18695,39627781377628134,train
4748,39627781381817500,train
4757,39627781394399322,train
18710,39627781394399322,train
18699,39627781402789301,train
18618,39627781419568063,train
4707,39627781423760011,train
4730,39627781448929131,train
4731,39627781453120273,train
4716,39627781469897625,train
18639,39627781469901644,train
18648,39627781511841048,train
18651,39627781511841064,train
4461,39627781516034361,train
4608,39627781528620163,train
18384,39627781537006104,train
18378,39627781537009359,train
18381,39627781553786700,train
18380,39627781553786709,train
4592,39627781562172004,train
18351,39627781562172004,train
18369,39627781574757804,train
18356,39627781583146679,train
4596,39627781599921175,train
18366,39627781604118057,train
4551,39627781620892343,train
29909,39627781620892343,train
4543,39627781641863392,train
18266,39627781641863392,train
18275,39627781650254012,train
18279,39627781650254518,train
18277,39627781650255998,train
18228,39627781654451941,train
4525,39627781658644039,train
4539,39627781671228489,train
18250,39627781671228489,train
31850,39627781671228489,train
18249,39627781675420903,train
31848,39627781675420903,train
4526,39627781679616134,train
18233,39627781679616134,train
30869,39627781679616134,train
31841,39627781679616134,train
31844,39627781679616440,train
4529,39627781683806700,train
30870,39627781683806700,train
18234,39627781683812167,train
31840,39627781683812167,train
30874,39627781692196799,train
29905,39627781692198178,train
30873,39627781692198178,train
18240,39627781696393948,train
30073,39627781696393948,train
30872,39627781696393948,train
31845,39627781696393948,train
4533,39627781696393949,train
30871,39627781696393949,train
10970,39627781704779832,train
31027,39627781704779832,train
10973,39627781704781817,train
31024,39627781704781817,train
10974,39627781708975833,train
31025,39627781708975833,train
30833,39627781713170963,train
15875,39627781721557274,train
30042,39627781721557274,train
31776,39627781721557274,train
15850,39627781725753212,train
31752,39627781725753212,train
3389,39627781725753324,train
30823,39627781725753324,train
15840,39627781725753922,train
30029,39627781725753922,train
31755,39627781725753922,train
15854,39627781729943784,train
31751,39627781729943784,train
15839,39627781729948253,train
31746,39627781729948253,train
15866,39627781742527108,train
31760,39627781742527108,train
15785,39627781750916225,train
31692,39627781750916225,train
3364,39627781750918551,train
30805,39627781750918551,train
15776,39627781755111010,train
31701,39627781755111010,train
15817,39627781767694173,train
31732,39627781767694173,train
15796,39627781776081102,train
31706,39627781776081102,train
31719,39627781784473033,train
3378,39627781792860876,train
15621,39627781797056491,train
3331,39627781818027009,train
3337,39627781818027767,train
15710,39627781818027767,train
3327,39627781830607753,train
15702,39627781834804750,train
15704,39627781838998233,train
15703,39627781838998502,train
15700,39627781843190143,train
15651,39627781847384623,train
15671,39627781859970974,train
3319,39627781868359626,train
15661,39627781868359626,train
3321,39627781872551440,train
15669,39627781876749337,train
15667,39627781889328225,train
3005,39627781889329354,train
14841,39627781889329354,train
14842,39627781889330565,train
14847,39627781893526048,train
3006,39627781893526070,train
14848,39627781897717421,train
3004,39627781897717987,train
14840,39627781897717987,train
15279,39627781918689331,train
15278,39627781918691220,train
15275,39627781922885519,train
15291,39627781927076653,train
15292,39627781927081076,train
15290,39627781931273663,train
3157,39627781939663781,train
15230,39627781939663781,train
3156,39627781943858538,train
15231,39627781943858538,train
15251,39627781948050292,train
3168,39627781952243069,train
15253,39627781952243069,train
15252,39627781952243450,train
3171,39627781952245683,train
15254,39627781952245683,train
15255,39627781956436132,train
15239,39627781977407672,train
15243,39627781977409185,train
15008,39627781985796628,train
15249,39627781985798737,train
15011,39627781989990969,train
15019,39627781989993322,train
15012,39627781994185124,train
3119,39627781994189018,train
15137,39627781998380547,train
15127,39627781998380550,train
30315,39627781998380550,train
3115,39627781998383563,train
15116,39627782010962116,train
15107,39627782010964003,train
15097,39627782048711476,train
3103,39627782052907788,train
15069,39627782061295363,train
1822,39627782090654235,train
13507,39627782103240361,train
2436,39627782107434864,train
13494,39627782107434864,train
2440,39627782111628526,train
13495,39627782111628526,train
2438,39627782111629885,train
13503,39627782124209867,train
13441,39627782132597601,train
13442,39627782136791228,train
13477,39627782136795510,train
13478,39627782145185266,train
2429,39627782149374764,train
2415,39627782149380018,train
2410,39627782157765972,train
2414,39627782157767438,train
13453,39627782157767438,train
13455,39627782157767853,train
2413,39627782157767863,train
13456,39627782157767868,train
2418,39627782161962246,train
13459,39627782166154404,train
2423,39627782166155531,train
13467,39627782166155531,train
2421,39627782166157097,train
2337,39627782174540881,train
13226,39627782174540881,train
2419,39627782174544345,train
13466,39627782174544345,train
13233,39627782178736676,train
2341,39627782178737665,train
2380,39627782187124669,train
2379,39627782191317526,train
13324,39627782208095180,train
13330,39627782212290890,train
13331,39627782212292302,train
2376,39627782216484008,train
13334,39627782216484008,train
13337,39627782220679190,train
2356,39627782229068205,train
2369,39627782237456774,train
13296,39627782237456774,train
30724,39627782237456774,train
31507,39627782237456774,train
13302,39627782241649191,train
31505,39627782241649191,train
13279,39627782241653757,train
31488,39627782241653757,train
13291,39627782245844596,train
31503,39627782245844596,train
2361,39627782250037993,train
13277,39627782250037993,train
30713,39627782250037993,train
31492,39627782250037993,train
13273,39627782250040165,train
31486,39627782250040165,train
2368,39627782254233256,train
30718,39627782254233256,train
12799,39627782283594003,train
31324,39627782283594003,train
12804,39627782283594810,train
31323,39627782283594810,train
2181,39627782283595048,train
12805,39627782287790759,train
31320,39627782287790759,train
12803,39627782291983895,train
31318,39627782291983895,train
2178,39627782312953729,train
30605,39627782312953729,train
12722,39627782317151269,train
31247,39627782317151269,train
30572,39627782321346124,train
12728,39627782325535010,train
31251,39627782325535010,train
12729,39627782325537531,train
30574,39627782325537531,train
31253,39627782325537531,train
12765,39627782325538947,train
31285,39627782325538947,train
12760,39627782325540521,train
12764,39627782329732147,train
30590,39627782329732147,train
31287,39627782329732147,train
2156,39627782342316664,train
12748,39627782346511182,train
31275,39627782346511182,train
12756,39627782354900476,train
30581,39627782354900476,train
31276,39627782354900476,train
12755,39627782359090456,train
31278,39627782359090456,train
30582,39627782359091188,train
12472,39627782363285332,train
30509,39627782363285332,train
31149,39627782363285332,train
2061,39627782363285369,train
30508,39627782363285369,train
2101,39627782375867049,train
30521,39627782375867049,train
12593,39627782380062596,train
12597,39627782380067362,train
30526,39627782380067362,train
31186,39627782380067362,train
12577,39627782392646821,train
31163,39627782392646821,train
12518,39627782409423136,train
2075,39627782413616805,train
12520,39627782413616805,train
12547,39627782422006829,train
12556,39627782430396047,train
12528,39627782438783047,train
12532,39627782438786024,train
12541,39627782447173365,train
2088,39627782447173971,train
12538,39627782451366699,train
12545,39627782455561299,train
22700,39627782476531297,train
22697,39627782476534441,train
5782,39627782480726358,train
22693,39627782480726358,train
22678,39627782480727019,train
22679,39627782484921440,train
22690,39627782493308972,train
5776,39627782497507112,train
22689,39627782501696052,train
5769,39627782514282562,train
22674,39627782514284437,train
10229,39627785534179581,train
10223,39627785542566355,train
10230,39627785555148934,train
1294,39627785571928000,train
10220,39627785571928000,train
10174,39627785580319016,train
10152,39627785601286334,train
10159,39627785601289744,train
10167,39627785613869954,train
1276,39627785613871867,train
10138,39627785626454810,train
10137,39627785634842773,train
10135,39627785668397438,train
9967,39627785798419145,train
9974,39627785802613383,train
9971,39627785802614906,train
9950,39627785815196261,train
9951,39627785823585911,train
9944,39627785844560850,train
1195,39627785852947793,train
9946,39627785857140383,train
9449,39627785861336157,train
9450,39627785873916093,train
9455,39627785878114058,train
9446,39627785886499345,train
9445,39627785886501200,train
9424,39627785915863376,train
29865,39627785932641787,train
9419,39627785941028276,train
381,39627786846995733,train
7511,39627786867967185,train
7505,39627786880549663,train
372,39627786888939823,train
7441,39627786909911556,train
7443,39627786918300191,train
7444,39627786918301469,train
7437,39627786926691496,train
7432,39627786930886041,train
7438,39627786943464557,train
7431,39627786943464570,train
7407,39627786951855631,train
7405,39627786960244195,train
7410,39627786964440186,train
7402,39627786977022978,train
20087,39627787010573162,train
20086,39627787010574788,train
20080,39627787018964515,train
20075,39627787023156139,train
20078,39627787023160591,train
20058,39627787048325114,train
5230,39627787048326725,train
29927,39627787048326725,train
5231,39627787052520274,train
20044,39627787060908165,train
5229,39627787060908327,train
20050,39627787065099317,train
20054,39627787065103089,train
20053,39627787069297573,train
5227,39627787073488218,train
20048,39627787073488218,train
20052,39627787073488320,train
19926,39627787086073458,train
19981,39627787086075192,train
19980,39627787090268657,train
19990,39627787094462012,train
5194,39627787094463074,train
19989,39627787094463074,train
19979,39627787094464005,train
5196,39627787094464017,train
19982,39627787107042795,train
19975,39627787115430582,train
19973,39627787123822646,train
19978,39627787123822995,train
19957,39627787165763663,train
5183,39627787169958478,train
5184,39627787174154649,train
19955,39627787174154649,train
19725,39627787199318804,train
5106,39627787211901722,train
19718,39627787211901722,train
19717,39627787211903037,train
19719,39627787220288511,train
19736,39627787228677116,train
19690,39627787228678073,train
19701,39627787232872761,train
19703,39627787245455175,train
19702,39627787245459852,train
19706,39627787253841980,train
19631,39627787274816932,train
19632,39627787279009151,train
30332,39627787279009151,train
19627,39627787299981696,train
19630,39627787304179525,train
19628,39627787308370006,train
19623,39627787308370009,train
5092,39627787312564720,train
5091,39627787312567596,train
29920,39627787312567596,train
17725,39627787367091839,train
4760,39627787409031713,train
18717,39627787409031713,train
18730,39627787417422456,train
4756,39627787417423027,train
18712,39627787430007767,train
18705,39627787442586241,train
18704,39627787455172918,train
18706,39627787455173147,train
4755,39627787459363057,train
18675,39627787463561946,train
18676,39627787471946744,train
18677,39627787476145280,train
18674,39627787480334989,train
4732,39627787501306427,train
18665,39627787501306427,train
18670,39627787501309356,train
18666,39627787505501580,train
18671,39627787505501593,train
4733,39627787509695748,train
18672,39627787509695748,train
4737,39627787513889232,train
4720,39627787539055670,train
18387,39627787568420073,train
4609,39627787576804848,train
18383,39627787576807443,train
4606,39627787601972809,train
18382,39627787601972809,train
18358,39627787631329338,train
18368,39627787631331328,train
18362,39627787643913345,train
4597,39627787643914630,train
18361,39627787643914630,train
18367,39627787643915724,train
18210,39627787652303040,train
18286,39627787660692882,train
18274,39627787685858889,train
18252,39627787715216616,train
31853,39627787715216616,train
18248,39627787715218904,train
30879,39627787715218904,train
31849,39627787715218904,train
18239,39627787727801743,train
31846,39627787727801743,train
15876,39627787748775099,train
31769,39627787748775099,train
3393,39627787752964731,train
30834,39627787752964731,train
31777,39627787757162972,train
15869,39627787761354583,train
30041,39627787761354583,train
31768,39627787761354583,train
3395,39627787761355189,train
30835,39627787761355189,train
15859,39627787773940050,train
30036,39627787773940050,train
31766,39627787773940050,train
15864,39627787782325936,train
31757,39627787782325936,train
15863,39627787782329219,train
31761,39627787782329219,train
15862,39627787786520110,train
30828,39627787786520110,train
31758,39627787786520110,train
3391,39627787790716302,train
30826,39627787790716302,train
15825,39627787794911836,train
31720,39627787794911836,train
15827,39627787803299790,train
30815,39627787803299790,train
31726,39627787803299790,train
15819,39627787807493083,train
31727,39627787807493083,train
31730,39627787811689417,train
15826,39627787811689423,train
31729,39627787811689423,train
15801,39627787820075626,train
31715,39627787820075626,train
15798,39627787824268978,train
31716,39627787824268978,train
15808,39627787824270051,train
31718,39627787824270051,train
15810,39627787828463188,train
15813,39627787832657018,train
15812,39627787832659198,train
15811,39627787836851266,train
3377,39627787836852756,train
29877,39627787836852756,train
3376,39627787836853765,train
15708,39627787853630067,train
3336,39627787857822312,train
15706,39627787857822312,train
15709,39627787857822315,train
15694,39627787866210543,train
3328,39627787866210646,train
15705,39627787866214135,train
3334,39627787887183138,train
3322,39627787891376155,train
15676,39627787891377570,train
15674,39627787899767313,train
15692,39627787912350533,train
15668,39627787916545083,train
15666,39627787933320425,train
3179,39627787962682755,train
15284,39627787962682755,train
15289,39627787966878843,train
3178,39627787975265281,train
3169,39627787992040064,train
15257,39627787992043599,train
15256,39627787996234400,train
15259,39627787996239435,train
3165,39627788013015260,train
15247,39627788013015863,train
15244,39627788017208483,train
3162,39627788021400658,train
15240,39627788021401905,train
15134,39627788038180869,train
15130,39627788046568903,train
15132,39627788046569234,train
15114,39627788054954931,train
15113,39627788054955293,train
3113,39627788063346298,train
15119,39627788063346298,train
15125,39627788067539718,train
15120,39627788075928098,train
15093,39627788096897077,train
15080,39627788113677054,train
15086,39627788113678946,train
15084,39627788113679078,train
15085,39627788117870381,train
15082,39627788122066661,train
1821,39627788122068365,train
13505,39627788134647296,train
13512,39627788134650203,train
13514,39627788134650682,train
13508,39627788143036200,train
13510,39627788143038324,train
13501,39627788155617509,train
2443,39627788168201314,train
13475,39627788176595196,train
13468,39627788180784809,train
2425,39627788180788449,train
13472,39627788180788456,train
2426,39627788180788459,train
2428,39627788189176573,train
2420,39627788197564159,train
13460,39627788197564229,train
13458,39627788197566114,train
13465,39627788205951460,train
13224,39627788218535582,train
13333,39627788243701060,train
13332,39627788247895768,train
13342,39627788247896047,train
13335,39627788256280753,train
13336,39627788256282170,train
13340,39627788256284504,train
13301,39627788268864391,train
31506,39627788273062239,train
13297,39627788281452045,train
30725,39627788281452045,train
31510,39627788281452045,train
13303,39627788281452050,train
31509,39627788281452050,train
13292,39627788285644380,train
31511,39627788285644380,train
13275,39627788289836862,train
31494,39627788289836862,train
13290,39627788289839989,train
31495,39627788289839989,train
13285,39627788298228265,train
31499,39627788298228265,train
13289,39627788306615095,train
31501,39627788306615095,train
2366,39627788310810808,train
30723,39627788310810808,train
2182,39627788327585333,train
30304,39627788327585333,train
12802,39627788331779383,train
31321,39627788331779383,train
12797,39627788331780411,train
12798,39627788331782451,train
31319,39627788331782451,train
12783,39627788335973825,train
31302,39627788335973825,train
12790,39627788344364628,train
30608,39627788344364628,train
31308,39627788344364628,train
12794,39627788344367398,train
31313,39627788344367398,train
12791,39627788352751266,train
31311,39627788352751266,train
12787,39627788352753617,train
30611,39627788352753617,train
31316,39627788352753617,train
12761,39627788361141302,train
30586,39627788361141302,train
31284,39627788361141302,train
2160,39627788365337938,train
12757,39627788365337938,train
30588,39627788365337938,train
31286,39627788365337938,train
12741,39627788382112407,train
31265,39627788382112407,train
12754,39627788386304065,train
31279,39627788394696061,train
12749,39627788403082448,train
30583,39627788403082448,train
31282,39627788403082448,train
30585,39627788407275841,train
2214,39627788407275938,train
30643,39627788407275938,train
12591,39627788407280575,train
31176,39627788407280575,train
12601,39627788411474976,train
31181,39627788411474976,train
12603,39627788415665456,train
31177,39627788415665456,train
12592,39627788415667141,train
31182,39627788415667141,train
12596,39627788415667150,train
30523,39627788415667150,train
31179,39627788415667150,train
12599,39627788428249530,train
31185,39627788428249530,train
12610,39627788432442193,train
31199,39627788432442193,train
12585,39627788440830933,train
31174,39627788440830933,train
12587,39627788440833408,train
12588,39627788453414515,train
12551,39627788461805877,train
2089,39627788461805979,train
12550,39627788461805995,train
2090,39627788465997934,train
12546,39627788482775239,train
12543,39627788499551697,train
5778,39627788503749155,train
22695,39627788503749155,train
5781,39627788520523908,train
22703,39627788520523908,train
22717,39627788524718975,train
5775,39627788528913441,train
22687,39627788528913441,train
22691,39627788533110834,train
22686,39627788533110950,train
22685,39627788537303270,train
22683,39627788541496331,train
5773,39627788541496503,train
22667,39627788549882078,train
10226,39627791573979990,train
10227,39627791582365929,train
1297,39627791594950597,train
10239,39627791615918502,train
1279,39627791628503058,train
10173,39627791628505069,train
10176,39627791628506141,train
10180,39627791636894848,train
1272,39627791645278858,train
10158,39627791645278858,train
10166,39627791645280382,train
1275,39627791645282121,train
10168,39627791649477094,train
10190,39627791662056785,train
1266,39627791670448586,train
10139,39627791678834308,train
10133,39627791699804949,train
1264,39627791699808426,train
1263,39627791699808717,train
10261,39627791708197535,train
1199,39627791834023919,train
9972,39627791834024397,train
9980,39627791850802821,train
9954,39627791867581579,train
9955,39627791871774528,train
9942,39627791888553220,train
9941,39627791892742525,train
10266,39627791896936928,train
1308,39627791896940713,train
10263,39627791896942739,train
9453,39627791917910100,train
9466,39627791917913833,train
9465,39627791922106153,train
9442,39627791930493255,train
9444,39627791938880547,train
9440,39627791938880549,train
1009,39627791964050026,train
9428,39627791968246357,train
7527,39627792865823879,train
7528,39627792865825645,train
7525,39627792878406796,train
375,39627792903575419,train
7510,39627792903575419,train
379,39627792911963949,train
7502,39627792924542653,train
7559,39627792937126084,train
7560,39627792941320174,train
7446,39627792958098138,train
7450,39627792962291382,train
7436,39627792979071381,train
7453,39627792983262990,train
7457,39627792983264361,train
7454,39627792983266807,train
7455,39627792987459815,train
7409,39627792991653171,train
7406,39627793000039938,train
7412,39627793008430484,train
7411,39627793008432346,train
7400,39627793016816202,train
20082,39627793062954383,train
20076,39627793062956377,train
20081,39627793071341746,train
20084,39627793071343775,train
20064,39627793088124019,train
20057,39627793092317766,train
20066,39627793100703769,train
20071,39627793104898158,train
20049,39627793121673872,train
19985,39627793134261328,train
19986,39627793138451107,train
19987,39627793138454971,train
5197,39627793155229121,train
19992,39627793155229121,train
19967,39627793192978698,train
19959,39627793209755927,train
19723,39627793226531518,train
19731,39627793234923792,train
19716,39627793255891340,train
19720,39627793255895375,train
19721,39627793260086559,train
19722,39627793260088442,train
19737,39627793264281354,train
19704,39627793276862964,train
19757,39627793310419817,train
19758,39627793310421560,train
19760,39627793318807549,train
19633,39627793323001707,train
19635,39627793331389522,train
30331,39627793343972892,train
19625,39627793348166187,train
19614,39627793385918195,train
18725,39627793432051779,train
18716,39627793444635518,train
18708,39627793465606745,train
18707,39627793486582913,train
18748,39627793507553891,train
18655,39627793553690197,train
4727,39627793570467670,train
18661,39627793574658960,train
18652,39627793583048016,train
4607,39627793616602203,train
18385,39627793616602203,train
18386,39627793616604801,train
18395,39627793624991244,train
18371,39627793658546677,train
4598,39627793658546702,train
18370,39627793658548379,train
4602,39627793662740862,train
18373,39627793662740862,train
18375,39627793675321627,train
18280,39627793700487875,train
4550,39627793700489249,train
18281,39627793700489249,train
18282,39627793704683472,train
18283,39627793708878965,train
18293,39627793717266823,train
18289,39627793717266834,train
4549,39627793721458759,train
18276,39627793721458759,train
18273,39627793729849821,train
4548,39627793734046096,train
4563,39627793738237070,train
4537,39627793742435031,train
18246,39627793742435031,train
4536,39627793746626789,train
18245,39627793746628738,train
18244,39627793750823392,train
31854,39627793750823392,train
18247,39627793750824009,train
31852,39627793750824009,train
4534,39627793767599788,train
29904,39627793767599788,train
30876,39627793767599788,train
4532,39627793767599815,train
30875,39627793767599815,train
4530,39627793775986614,train
30878,39627793775986614,train
4531,39627793780181416,train
18241,39627793780181416,train
30877,39627793780181416,train
31847,39627793780181416,train
21307,39627793784377710,train
31940,39627793784377710,train
21313,39627793788567898,train
30093,39627793788567898,train
31935,39627793788567898,train
5607,39627793788571293,train
30930,39627793788571293,train
15873,39627793796960628,train
30038,39627793796960628,train
31770,39627793796960628,train
15872,39627793796960820,train
31771,39627793796960820,train
3394,39627793805346623,train
29879,39627793805346623,train
30832,39627793805346623,train
15882,39627793809541645,train
15888,39627793813735680,train
30837,39627793813735680,train
31780,39627793813735680,train
15861,39627793817932242,train
30829,39627793817932242,train
31764,39627793817932242,train
15867,39627793830510679,train
31767,39627793830510679,train
15865,39627793830511066,train
31763,39627793830511066,train
15856,39627793830512641,train
30830,39627793830512641,train
31765,39627793830512641,train
15899,39627793834707599,train
31784,39627793834707599,train
15822,39627793838901018,train
31723,39627793838901018,train
3379,39627793838904422,train
15820,39627793838904422,train
30814,39627793838904422,train
31728,39627793838904422,train
15818,39627793847292040,train
31725,39627793847292040,train
15834,39627793859870925,train
31741,39627793859870925,train
15833,39627793859872704,train
30817,39627793859872704,train
31738,39627793859872704,train
3382,39627793859873329,train
30816,39627793859873329,train
15805,39627793859875613,train
31713,39627793859875613,train
15800,39627793864066701,train
31712,39627793864066701,train
15814,39627793872455705,train
15941,39627793880844717,train
15713,39627793897623877,train
15715,39627793922787926,train
3341,39627793926983313,train
15673,39627793939563629,train
15683,39627793947952252,train
15678,39627793956340820,train
15670,39627793964733281,train
16059,39627793977315950,train
3183,39627793989898709,train
15294,39627793989898709,train
15285,39627794010867749,train
15293,39627794010867756,train
15287,39627794010871244,train
3182,39627794019254694,train
15288,39627794019254694,train
15305,39627794019256759,train
15258,39627794031838741,train
15260,39627794036032079,train
15250,39627794040229674,train
3172,39627794048616646,train
15266,39627794048616646,train
15245,39627794057004123,train
15241,39627794061201874,train
15342,39627794069588335,train
15341,39627794069590610,train
15133,39627794077975912,train
15129,39627794077979052,train
3118,39627794082169977,train
15131,39627794086365335,train
30316,39627794086365335,train
15128,39627794086368040,train
15121,39627794103141586,train
15150,39627794115723374,train
15092,39627794128307501,train
15095,39627794128308298,train
15096,39627794132501079,train
15099,39627794140893868,train
3099,39627794145087711,train
16406,39627794166058989,train
13511,39627794170250257,train
13519,39627794182837019,train
13517,39627794191222854,train
2444,39627794191225105,train
13499,39627794203804092,train
2424,39627794220583718,train
13471,39627794220583718,train
13470,39627794228972878,train
13481,39627794233168483,train
13482,39627794237362112,train
13461,39627794241553130,train
13462,39627794245751860,train
13463,39627794254136425,train
13579,39627794258332749,train
13580,39627794262525623,train
2382,39627794279302896,train
13348,39627794279303734,train
13349,39627794283497528,train
13346,39627794283498981,train
13350,39627794283500910,train
13338,39627794287693777,train
2378,39627794291887060,train
13300,39627794312856906,train
13304,39627794312860477,train
31504,39627794312860477,train
13294,39627794317052504,train
31513,39627794317052504,train
13299,39627794317053204,train
31502,39627794317053204,train
13295,39627794325440122,train
13308,39627794325442422,train
31515,39627794325442422,train
13307,39627794333828484,train
31523,39627794333828484,train
2367,39627794333831681,train
13284,39627794333831681,train
30310,39627794333831681,train
30720,39627794333831681,train
31496,39627794333831681,train
13754,39627794346413427,train
31533,39627794346413427,train
13750,39627794354799145,train
31534,39627794354799145,train
13753,39627794354799502,train
31535,39627794354799502,train
13749,39627794354800093,train
31532,39627794354800093,train
12823,39627794375775210,train
31326,39627794375775210,train
2177,39627794388359289,train
30606,39627794388359289,train
2176,39627794388359723,train
30607,39627794388359723,train
31314,39627794388359723,train
31317,39627794392550585,train
30610,39627794392552547,train
2190,39627794396744762,train
12834,39627794396744762,train
30619,39627794396744762,train
31344,39627794396744762,train
2168,39627794426104614,train
12747,39627794430300084,train
31281,39627794430300084,train
12750,39627794438689845,train
31280,39627794438689845,train
31373,39627794447074605,train
2213,39627794451268407,train
30642,39627794451268407,train
31371,39627794451269164,train
2103,39627794463854850,train
30530,39627794463854850,train
31197,39627794463854850,train
2106,39627794468045687,train
30529,39627794468045687,train
12616,39627794468046140,train
31192,39627794468046140,train
12614,39627794472239554,train
31196,39627794472239554,train
12586,39627794476436596,train
31173,39627794476436596,train
12625,39627794493216721,train
12552,39627794497410858,train
2095,39627794514183239,train
12568,39627794518376635,train
12540,39627794522576711,train
2084,39627794526768562,train
2085,39627794530959942,train
12534,39627794530959942,train
2087,39627794530961060,train
12539,39627794535158150,train
12537,39627794535158502,train
29519,39627794539348180,train
5777,39627794551932355,train
22692,39627794551932355,train
5779,39627794551933453,train
22699,39627794551933453,train
22694,39627794551933470,train
22698,39627794556128708,train
10231,39627797626359207,train
10238,39627797630550669,train
10243,39627797643137783,train
10244,39627797664105386,train
10179,39627797672493985,train
10178,39627797672497268,train
10187,39627797697659208,train
1304,39627797743798374,train
1303,39627797743800386,train
9973,39627797878017467,train
9969,39627797882208716,train
9976,39627797882212526,train
9957,39627797907375623,train
9956,39627797907378870,train
9947,39627797928346255,train
10262,39627797932541909,train
10271,39627797936736617,train
1306,39627797936736630,train
10265,39627797936737391,train
9459,39627797949321766,train
1014,39627797953512058,train
9454,39627797953512058,train
9469,39627797970289177,train
9441,39627797974486508,train
1017,39627797987069453,train
9470,39627797991262228,train
9471,39627797991262514,train
9425,39627797999649919,train
9429,39627798003843391,train
7530,39627798897231710,train
7529,39627798897233154,train
7533,39627798918206309,train
7512,39627798939177915,train
7538,39627798939178522,train
7515,39627798951758544,train
7519,39627798955951944,train
7513,39627798955954111,train
7556,39627798972727445,train
7448,39627798993700068,train
7452,39627799002088202,train
7449,39627799002092886,train
7451,39627799006286065,train
7433,39627799014670899,train
7459,39627799014671231,train
361,39627799027253884,train
7456,39627799027253884,train
349,39627799039840530,train
7415,39627799048228661,train
351,39627799056614153,train
5240,39627799077590113,train
6218,39627799081780917,train
6217,39627799081781727,train
20079,39627799106950317,train
20093,39627799111141430,train
20090,39627799127918242,train
20061,39627799127921838,train
5234,39627799144698276,train
20068,39627799144698276,train
20070,39627799144698350,train
5252,39627799157280826,train
20110,39627799157280826,train
20108,39627799169864297,train
5200,39627799178252084,train
19994,39627799186636925,train
5198,39627799199224139,train
19998,39627799199224139,train
5193,39627799203414539,train
5188,39627799236972576,train
19969,39627799236972576,train
5292,39627799266328726,train
20198,39627799266328726,train
5291,39627799266331039,train
20196,39627799266331039,train
19732,39627799274719655,train
19730,39627799278916404,train
19727,39627799283107319,train
19735,39627799299885491,train
30886,39627799320859078,train
30889,39627799325050565,train
19705,39627799329243571,train
31864,39627799329243571,train
19710,39627799329247929,train
31865,39627799329247929,train
19709,39627799337633516,train
19755,39627799346021822,train
19756,39627799354409835,train
19754,39627799358608130,train
19639,39627799366994348,train
19649,39627799375381586,train
19650,39627799375381596,train
19642,39627799379579539,train
19645,39627799383769659,train
19655,39627799392162167,train
19652,39627799408939143,train
5088,39627799425715544,train
20476,39627799450882009,train
5385,39627799455075480,train
20477,39627799455075480,train
18719,39627799459271001,train
18726,39627799471853851,train
18728,39627799492824211,train
4772,39627799534769144,train
18751,39627799534769144,train
4774,39627799543156171,train
18749,39627799543157912,train
4735,39627799580902630,train
18678,39627799580905538,train
18660,39627799610264646,train
4728,39627799614461995,train
18659,39627799614461995,train
4812,39627799631236306,train
18827,39627799631236306,train
18826,39627799635429971,train
4612,39627799652209363,train
18392,39627799652209363,train
18390,39627799656400112,train
18394,39627799656403472,train
18396,39627799677374237,train
4617,39627799681566466,train
4616,39627799685762896,train
18397,39627799685762896,train
4600,39627799710928556,train
18374,39627799710928556,train
18364,39627799723510680,train
4625,39627799731899667,train
18414,39627799731899667,train
4626,39627799740288491,train
18419,39627799740288491,train
18288,39627799748675344,train
4558,39627799757063295,train
18294,39627799757063295,train
4546,39627799765456424,train
18272,39627799765456424,train
29907,39627799765456424,train
18303,39627799773839494,train
18301,39627799773840973,train
4562,39627799773840981,train
29911,39627799773840981,train
